onet_code,task_id,phi
49-3043.00,9990,0.0
49-3043.00,9992,0.0
49-3043.00,9991,0.0
49-3043.00,10000,0.0
49-3043.00,10001,0.0
49-3043.00,9993,0.0
49-3043.00,9994,0.0
49-3043.00,9995,0.0
49-3043.00,9998,0.0
49-3043.00,9997,0.0
49-3043.00,9999,0.0
49-3043.00,10003,0.0
49-3043.00,9996,0.0
49-3043.00,10002,0.0
49-3051.00,13764,0.0
49-3051.00,13765,1.0
49-3051.00,13763,0.0
49-3051.00,13770,0.0
49-3051.00,20801,0.0
49-3051.00,13766,0.0
49-3051.00,13767,0.0
49-3051.00,13771,0.0
49-3051.00,13769,0.0
49-3051.00,13768,0.0
49-3051.00,13762,0.0
49-3051.00,13773,0.0
49-3051.00,13772,0.0
49-3052.00,20651,0.0
49-3052.00,8353,0.0
49-3052.00,8357,0.0
49-3052.00,8354,0.0
49-3052.00,8355,0.0
49-3052.00,8359,0.0
49-3052.00,8360,0.0
49-3052.00,8352,0.0
49-3052.00,20652,0.0
49-3052.00,8358,0.0
49-3052.00,23934,0.0
49-3052.00,8356,0.0
49-3052.00,20653,0.0
49-3053.00,13777,1.0
49-3053.00,13780,0.0
49-3053.00,13784,0.0
49-3053.00,13774,0.0
49-3053.00,13775,0.0
49-3053.00,13781,0.0
49-3053.00,13778,0.0
49-3053.00,13776,0.0
49-3053.00,13785,0.0
49-3053.00,13779,1.0
49-3053.00,13783,0.0
49-3053.00,13787,0.0
49-3053.00,13782,0.5
49-3053.00,13786,0.0
49-3091.00,20915,0.0
49-3091.00,20916,0.5
49-3091.00,5187,0.0
49-3091.00,5185,0.0
49-3091.00,20917,0.5
49-3091.00,5186,0.0
49-3091.00,20918,0.0
49-3091.00,5184,0.0
49-3091.00,20919,0.0
49-3091.00,20920,0.5
49-3091.00,5188,0.0
49-3091.00,20921,0.0
49-3091.00,5189,0.0
49-3091.00,5192,0.0
49-3091.00,5190,0.0
49-3091.00,5191,0.0
49-3092.00,20802,0.0
49-3092.00,10007,0.0
49-3092.00,10005,0.0
49-3092.00,10008,0.0
49-3092.00,10004,0.0
49-3092.00,10010,0.0
49-3092.00,10011,0.0
49-3092.00,10006,0.0
49-3092.00,20803,0.0
49-3092.00,20804,0.0
49-3092.00,10014,0.0
49-3092.00,10009,1.0
49-3092.00,10012,0.0
49-3092.00,10013,0.0
49-3092.00,10016,0.0
49-3092.00,10015,0.0
49-3092.00,10017,0.0
49-3093.00,8364,0.0
49-3093.00,8365,0.0
49-3093.00,20654,0.0
49-3093.00,8363,0.0
49-3093.00,20655,0.0
49-3093.00,8369,0.0
49-3093.00,8370,0.0
49-3093.00,8368,0.0
49-3093.00,8373,0.0
49-3093.00,8372,0.0
49-3093.00,8366,0.0
49-3093.00,8374,0.0
49-3093.00,20656,0.0
49-3093.00,8371,0.0
49-3093.00,20657,0.0
49-3093.00,8385,0.0
49-3093.00,8383,0.0
49-3093.00,8376,0.0
49-3093.00,8378,0.0
49-3093.00,8379,0.0
49-3093.00,20658,0.0
49-3093.00,8382,0.0
49-3093.00,8380,0.0
49-3093.00,8377,0.0
49-3093.00,20659,0.0
49-3093.00,8381,0.0
49-9011.00,8388,0.0
49-9011.00,8387,0.0
49-9011.00,8394,0.0
49-9011.00,8393,0.0
49-9011.00,8391,1.0
49-9011.00,8392,0.0
49-9011.00,8390,1.0
49-9011.00,8397,0.0
49-9011.00,8389,0.5
49-9011.00,8399,0.0
49-9011.00,8395,0.0
49-9011.00,8403,0.0
49-9011.00,8396,0.0
49-9011.00,8409,0.0
49-9011.00,20805,0.0
49-9011.00,8400,0.0
49-9011.00,8401,0.0
49-9011.00,8402,0.5
49-9011.00,8408,0.0
49-9011.00,8404,0.0
49-9011.00,8407,0.0
49-9011.00,8406,0.0
49-9011.00,8411,0.0
49-9011.00,8405,0.0
49-9011.00,8410,0.0
49-9012.00,11780,1.0
49-9012.00,11779,0.0
49-9012.00,11782,0.0
49-9012.00,21024,0.0
49-9012.00,11794,0.0
49-9012.00,11783,0.0
49-9012.00,11777,1.0
49-9012.00,11774,0.0
49-9012.00,11785,0.0
49-9012.00,11784,0.0
49-9012.00,11804,0.0
49-9012.00,11775,0.0
49-9012.00,11776,0.5
49-9012.00,11797,0.0
49-9012.00,11786,0.0
49-9012.00,11796,0.0
49-9012.00,11778,0.0
49-9012.00,11793,0.0
49-9012.00,11795,0.0
49-9012.00,11802,0.0
49-9012.00,11792,0.0
49-9012.00,11803,0.0
49-9012.00,11799,0.0
49-9012.00,11801,0.0
49-9012.00,11788,0.0
49-9012.00,11781,0.0
49-9012.00,11805,0.0
49-9012.00,11787,0.0
49-9012.00,11791,0.0
49-9012.00,11808,1.0
49-9012.00,11812,0.0
49-9012.00,11800,0.0
49-9012.00,11807,0.5
49-9012.00,11810,0.0
49-9012.00,11798,0.0
49-9012.00,11789,0.5
49-9012.00,11806,0.0
49-9012.00,11811,0.0
49-9012.00,11790,0.0
49-9021.00,23552,0.0
49-9021.00,23557,0.0
49-9021.00,23558,0.5
49-9021.00,23554,0.0
49-9021.00,23555,0.0
49-9021.00,23565,0.0
49-9021.00,23568,0.0
49-9021.00,23562,0.0
49-9021.00,23553,0.0
49-9021.00,23579,0.0
49-9021.00,23556,0.0
49-9021.00,23559,0.0
49-9021.00,23560,0.0
49-9021.00,23561,0.0
49-9021.00,23564,0.0
49-9021.00,23566,0.0
49-9021.00,23571,0.0
49-9021.00,23570,0.0
49-9021.00,23567,0.0
49-9021.00,23563,1.0
49-9021.00,23572,1.0
49-9021.00,23569,0.0
49-9021.00,23574,0.0
49-9021.00,23575,0.5
49-9021.00,23576,0.0
49-9021.00,23577,0.0
49-9021.00,23578,0.0
49-9021.00,23573,0.0
49-9021.00,23580,0.0
49-9021.00,23581,0.0
49-9031.00,13789,0.5
49-9031.00,13799,0.0
49-9031.00,13793,0.5
49-9031.00,13801,0.5
49-9031.00,13790,0.0
49-9031.00,13792,0.0
49-9031.00,13796,0.5
49-9031.00,13788,0.0
49-9031.00,13810,0.0
49-9031.00,13791,0.0
49-9031.00,13794,0.0
49-9031.00,13795,1.0
49-9031.00,13814,0.0
49-9031.00,13813,0.0
49-9031.00,13802,1.0
49-9031.00,13812,0.0
49-9031.00,13797,0.0
49-9031.00,13806,0.0
49-9031.00,13800,0.0
49-9031.00,13807,0.0
49-9031.00,13811,0.0
49-9031.00,13808,0.0
49-9031.00,13798,0.0
49-9031.00,13804,0.0
49-9031.00,13805,0.0
49-9031.00,13809,0.0
49-9031.00,13816,0.0
49-9031.00,13815,0.0
49-9031.00,13803,0.0
49-9031.00,13818,0.0
49-9031.00,13817,0.0
49-9041.00,11815,0.0
49-9041.00,11814,0.0
49-9041.00,11820,0.0
49-9041.00,11813,0.0
49-9041.00,11817,0.0
49-9041.00,11816,0.0
49-9041.00,11822,1.0
49-9041.00,11819,0.0
49-9041.00,11824,1.0
49-9041.00,11818,0.0
49-9041.00,11821,0.5
49-9041.00,11823,0.5
49-9041.00,11825,0.0
49-9041.00,11827,1.0
49-9041.00,11826,0.0
49-9041.00,23935,0.5
49-9043.00,11829,0.0
49-9043.00,11835,1.0
49-9043.00,11830,0.0
49-9043.00,11828,0.0
49-9043.00,11833,0.0
49-9043.00,11832,0.0
49-9043.00,11837,0.0
49-9043.00,11838,0.5
49-9043.00,11834,1.0
49-9043.00,11836,0.0
49-9043.00,11831,0.0
49-9043.00,11840,0.0
49-9043.00,11841,0.0
49-9043.00,11839,0.0
49-9043.00,11845,0.0
49-9043.00,11842,0.0
49-9043.00,11843,0.0
49-9043.00,11844,0.0
49-9044.00,3048,0.0
49-9044.00,3054,0.0
49-9044.00,21083,0.0
49-9044.00,3045,0.0
49-9044.00,3047,0.0
49-9044.00,18785,0.0
49-9044.00,3041,0.0
49-9044.00,3050,0.0
49-9044.00,3051,0.0
49-9044.00,3052,0.0
49-9044.00,3046,0.0
49-9044.00,3056,0.0
49-9044.00,3049,0.0
49-9044.00,3057,0.0
49-9044.00,18786,0.0
49-9044.00,3055,0.0
49-9044.00,18787,0.0
49-9044.00,3053,0.0
49-9044.00,3058,0.0
49-9044.00,3059,0.5
49-9044.00,18788,0.0
49-9044.00,3043,0.0
49-9044.00,3060,0.0
49-9045.00,13819,0.0
49-9045.00,13820,0.0
49-9045.00,13821,0.0
49-9045.00,13822,0.0
49-9045.00,13823,0.0
49-9045.00,13824,0.0
49-9045.00,13825,0.0
49-9045.00,13826,0.0
49-9045.00,13827,0.0
49-9045.00,13828,0.0
49-9045.00,13829,0.0
49-9045.00,13830,0.0
49-9045.00,13831,0.0
49-9045.00,13832,0.0
49-9045.00,13833,0.0
49-9045.00,13834,0.0
49-9051.00,8412,0.0
49-9051.00,8418,0.0
49-9051.00,8413,0.0
49-9051.00,8414,0.0
49-9051.00,8416,0.0
49-9051.00,8420,0.0
49-9051.00,8419,0.0
49-9051.00,8423,0.0
49-9051.00,8421,0.0
49-9051.00,8425,0.0
49-9051.00,8427,0.0
49-9051.00,8426,0.0
49-9051.00,8417,0.0
49-9051.00,8424,0.0
49-9051.00,8422,0.0
49-9051.00,8415,0.0
49-9051.00,8429,0.0
49-9051.00,8428,0.0
49-9051.00,8432,0.0
49-9051.00,8433,0.0
49-9051.00,8434,0.0
49-9051.00,8430,0.0
49-9051.00,8431,0.0
49-9052.00,11850,0.0
49-9052.00,11846,0.0
49-9052.00,11849,0.0
49-9052.00,11847,0.0
49-9052.00,11848,0.0
49-9052.00,11852,0.0
49-9052.00,11857,0.0
49-9052.00,11853,0.0
49-9052.00,20806,0.0
49-9052.00,11855,0.0
49-9052.00,20807,0.0
49-9052.00,11861,0.0
49-9052.00,11858,0.0
49-9052.00,11851,0.0
49-9052.00,11859,1.0
49-9052.00,11854,0.0
49-9052.00,11860,0.0
49-9052.00,11863,0.0
49-9052.00,11864,0.0
49-9052.00,11862,0.0
49-9061.00,8437,0.0
49-9061.00,8436,0.0
49-9061.00,8440,0.0
49-9061.00,8438,0.0
49-9061.00,8442,0.5
49-9061.00,8435,0.0
49-9061.00,8441,0.5
49-9061.00,8443,0.5
49-9061.00,8439,0.5
49-9061.00,8444,0.0
49-9061.00,20808,0.0
49-9061.00,8445,0.0
49-9061.00,8447,1.0
49-9061.00,8448,0.5
49-9061.00,8449,0.5
49-9062.00,3061,0.0
49-9062.00,3066,0.0
49-9062.00,3064,1.0
49-9062.00,3065,0.0
49-9062.00,3071,0.5
49-9062.00,3062,0.0
49-9062.00,3063,0.0
49-9062.00,3069,0.5
49-9062.00,3072,0.5
49-9062.00,3070,0.0
49-9062.00,3067,0.0
49-9062.00,3074,0.5
49-9062.00,3073,0.5
49-9062.00,3068,1.0
49-9062.00,3075,0.0
49-9062.00,3076,0.0
49-9062.00,3079,0.0
49-9062.00,3077,0.0
49-9062.00,3078,1.0
49-9063.00,11865,0.0
49-9063.00,11866,0.0
49-9063.00,11870,0.0
49-9063.00,11867,0.0
49-9063.00,11873,0.0
49-9063.00,11868,0.5
49-9063.00,11871,0.0
49-9063.00,11872,0.0
49-9063.00,11874,0.0
49-9063.00,11869,0.0
49-9063.00,11877,0.0
49-9063.00,11875,0.0
49-9063.00,11884,0.0
49-9063.00,11876,0.0
49-9063.00,11878,0.0
49-9063.00,11880,0.0
49-9063.00,11881,0.0
49-9063.00,11883,0.0
49-9063.00,11879,0.0
49-9063.00,11891,0.0
49-9063.00,11896,0.0
49-9063.00,11882,0.0
49-9063.00,11898,0.0
49-9063.00,11887,0.0
49-9063.00,11885,0.0
49-9063.00,11889,0.0
49-9063.00,11897,0.0
49-9063.00,11888,0.0
49-9063.00,11893,0.0
49-9063.00,11899,0.0
49-9063.00,11890,0.0
49-9063.00,11900,0.0
49-9063.00,11886,0.0
49-9063.00,11894,0.0
49-9063.00,11903,0.0
49-9063.00,11895,0.0
49-9063.00,11901,0.0
49-9064.00,14977,0.0
49-9064.00,14984,0.0
49-9064.00,14979,0.0
49-9064.00,14978,0.0
49-9064.00,14975,0.0
49-9064.00,14982,0.5
49-9064.00,14976,0.0
49-9064.00,14980,0.0
49-9064.00,14983,0.0
49-9064.00,21084,0.5
49-9064.00,14986,1.0
49-9064.00,14987,0.0
49-9064.00,14985,1.0
49-9064.00,14988,0.0
49-9064.00,14981,0.0
49-9071.00,20671,0.0
49-9071.00,3024,0.0
49-9071.00,3030,0.0
49-9071.00,20672,0.0
49-9071.00,20674,0.5
49-9071.00,3023,0.5
49-9071.00,20679,0.5
49-9071.00,3022,0.0
49-9071.00,3026,0.0
49-9071.00,20678,0.5
49-9071.00,3033,0.0
49-9071.00,3025,1.0
49-9071.00,20673,0.0
49-9071.00,20670,0.0
49-9071.00,3028,0.5
49-9071.00,19898,0.0
49-9071.00,3035,0.0
49-9071.00,20675,0.0
49-9071.00,20676,0.0
49-9071.00,3037,0.0
49-9071.00,3031,0.0
49-9071.00,19899,0.0
49-9071.00,20148,0.0
49-9071.00,20677,0.0
49-9071.00,3032,0.0
49-9071.00,3034,0.0
49-9071.00,19897,0.0
49-9071.00,3039,0.0
49-9071.00,19900,0.0
49-9071.00,3040,0.0
49-9081.00,17806,0.0
49-9081.00,17809,0.0
49-9081.00,17808,0.0
49-9081.00,17811,0.0
49-9081.00,17810,0.0
49-9081.00,17807,0.0
49-9081.00,17815,0.0
49-9081.00,17812,0.0
49-9081.00,17817,0.0
49-9081.00,17814,0.5
49-9081.00,17805,0.0
49-9081.00,17813,0.0
49-9081.00,17816,0.0
49-9091.00,13835,0.0
49-9091.00,13839,0.0
49-9091.00,13840,0.0
49-9091.00,13846,0.0
49-9091.00,13845,1.0
49-9091.00,13842,0.0
49-9091.00,13848,1.0
49-9091.00,13847,0.0
49-9091.00,13843,1.0
49-9091.00,13836,1.0
49-9091.00,13837,0.0
49-9091.00,13838,0.0
49-9091.00,13844,0.0
49-9091.00,13853,1.0
49-9091.00,13849,0.0
49-9091.00,13841,0.0
49-9091.00,13852,0.0
49-9091.00,13851,1.0
49-9091.00,13850,0.0
49-9092.00,13855,0.0
49-9092.00,13856,0.0
49-9092.00,13854,0.0
49-9092.00,13857,0.0
49-9092.00,13858,0.0
49-9092.00,13871,0.0
49-9092.00,20809,0.0
49-9092.00,13859,0.5
49-9092.00,13860,0.0
49-9092.00,13862,0.0
49-9092.00,13866,0.5
49-9092.00,13864,0.5
49-9092.00,13861,0.0
49-9092.00,13865,0.0
49-9092.00,13872,0.0
49-9092.00,13863,0.0
49-9092.00,13868,0.0
49-9092.00,13867,0.0
49-9092.00,13869,0.0
49-9092.00,13870,0.0
49-9092.00,13875,0.0
49-9092.00,13873,0.0
49-9092.00,13874,0.0
49-9092.00,13877,0.0
49-9092.00,13876,0.0
49-9094.00,7124,0.0
49-9094.00,7128,0.0
49-9094.00,18789,0.0
49-9094.00,7131,0.0
49-9094.00,18791,0.0
49-9094.00,7126,0.0
49-9094.00,18790,0.0
49-9094.00,7125,1.0
49-9094.00,7127,0.0
49-9094.00,7129,0.0
49-9094.00,7130,0.0
49-9094.00,18792,0.0
49-9094.00,18793,0.0
49-9094.00,7132,0.0
49-9095.00,13878,0.0
49-9095.00,13879,0.0
49-9095.00,13880,0.0
49-9095.00,13881,0.0
49-9095.00,13882,0.0
49-9095.00,13883,1.0
49-9095.00,13884,0.0
49-9095.00,13885,0.0
49-9095.00,13886,0.0
49-9095.00,13887,0.0
49-9095.00,13888,0.0
49-9095.00,13889,0.0
49-9095.00,13890,0.0
49-9095.00,13891,0.0
49-9096.00,13893,0.0
49-9096.00,13892,0.0
49-9096.00,13896,0.0
49-9096.00,13897,0.0
49-9096.00,13895,0.0
49-9096.00,13902,0.0
49-9096.00,13894,0.0
49-9096.00,13900,0.0
49-9096.00,13898,0.0
49-9096.00,21206,0.0
49-9096.00,13901,0.0
49-9096.00,13899,0.0
49-9096.00,13904,0.0
49-9096.00,13903,0.0
49-9097.00,13906,0.0
49-9097.00,13910,0.0
49-9097.00,23936,0.0
49-9097.00,13908,0.0
49-9097.00,13905,0.0
49-9097.00,13909,0.0
49-9097.00,13907,0.0
49-9097.00,13911,0.0
49-9097.00,13913,0.0
49-9097.00,13912,1.0
49-9097.00,13914,0.0
49-9097.00,13915,0.0
49-9097.00,13917,0.0
49-9097.00,13916,0.0
49-9098.00,3083,0.0
49-9098.00,3081,0.0
49-9098.00,3080,0.0
49-9098.00,3082,0.0
49-9098.00,3084,0.0
49-9098.00,3091,0.0
49-9098.00,20152,0.0
49-9098.00,3087,0.0
49-9098.00,3090,0.0
49-9098.00,3086,0.0
49-9098.00,20150,0.0
49-9098.00,20151,0.5
49-9098.00,3085,0.0
49-9098.00,20153,0.0
49-9098.00,3088,0.0
49-9098.00,3092,0.0
49-9099.01,17934,0.0
49-9099.01,17955,1.0
49-9099.01,17932,0.0
49-9099.01,17950,0.5
49-9099.01,17951,0.5
49-9099.01,17946,0.0
49-9099.01,17942,0.5
49-9099.01,17935,0.0
49-9099.01,17944,0.0
49-9099.01,17937,0.5
49-9099.01,17945,0.0
49-9099.01,17952,0.0
49-9099.01,17938,0.5
49-9099.01,17943,0.0
49-9099.01,17941,0.0
49-9099.01,17957,0.0
49-9099.01,17956,0.0
49-9099.01,17933,0.0
49-9099.01,17953,0.0
49-9099.01,17939,0.5
49-9099.01,17940,0.0
49-9099.01,17949,0.0
49-9099.01,17936,0.0
49-9099.01,17954,0.0
51-1011.00,8450,0.0
51-1011.00,20155,1.0
51-1011.00,8455,0.0
51-1011.00,8452,0.5
51-1011.00,8454,0.5
51-1011.00,8453,0.5
51-1011.00,8459,1.0
51-1011.00,8457,0.0
51-1011.00,8451,0.0
51-1011.00,20154,0.0
51-1011.00,21207,0.5
51-1011.00,8458,0.0
51-1011.00,8462,0.5
51-1011.00,8466,1.0
51-1011.00,8461,0.5
51-1011.00,8460,0.5
51-1011.00,8463,0.5
51-1011.00,8465,0.0
51-1011.00,20156,0.5
51-1011.00,8467,0.5
51-2011.00,20810,0.0
51-2011.00,20811,0.5
51-2011.00,13928,0.0
51-2011.00,13929,0.0
51-2011.00,20812,0.0
51-2011.00,20813,0.0
51-2011.00,13934,0.0
51-2011.00,13926,0.0
51-2011.00,13931,0.0
51-2011.00,13919,0.0
51-2011.00,13932,0.0
51-2011.00,13925,0.0
51-2011.00,13921,0.0
51-2011.00,19901,0.0
51-2011.00,13943,0.0
51-2011.00,20814,0.0
51-2011.00,13924,0.0
51-2011.00,13935,0.0
51-2011.00,20815,0.0
51-2011.00,19904,0.0
51-2011.00,20816,0.0
51-2011.00,19903,0.0
51-2011.00,20817,0.0
51-2011.00,13939,0.0
51-2011.00,13938,0.0
51-2011.00,13936,0.0
51-2011.00,20818,0.0
51-2011.00,13930,0.0
51-2011.00,19902,0.0
51-2011.00,13942,0.0
51-2021.00,11904,0.0
51-2021.00,11909,0.0
51-2021.00,11906,0.0
51-2021.00,11905,1.0
51-2021.00,11907,0.0
51-2021.00,11908,1.0
51-2021.00,11910,0.0
51-2021.00,11911,0.0
51-2021.00,11914,0.0
51-2021.00,11912,0.0
51-2021.00,11913,0.0
51-2022.00,10022,0.5
51-2022.00,10019,0.0
51-2022.00,10020,0.0
51-2022.00,10024,0.0
51-2022.00,10027,0.0
51-2022.00,10021,0.0
51-2022.00,10030,0.0
51-2022.00,10029,0.0
51-2022.00,10026,0.0
51-2022.00,10018,0.5
51-2022.00,10023,0.0
51-2022.00,10028,0.0
51-2022.00,10031,1.0
51-2022.00,10034,0.0
51-2022.00,10025,0.0
51-2022.00,10033,0.0
51-2022.00,10032,0.0
51-2023.00,13944,0.0
51-2023.00,13946,0.0
51-2023.00,13945,0.0
51-2023.00,13947,0.0
51-2023.00,13951,0.0
51-2023.00,13949,0.5
51-2023.00,13948,0.0
51-2023.00,13950,0.0
51-2023.00,13954,0.0
51-2023.00,13952,0.0
51-2023.00,13956,0.0
51-2023.00,13953,0.0
51-2023.00,13957,0.0
51-2023.00,13955,0.0
51-2031.00,13962,0.5
51-2031.00,13958,0.0
51-2031.00,13959,0.0
51-2031.00,13960,0.0
51-2031.00,13965,0.5
51-2031.00,13966,0.0
51-2031.00,13967,0.0
51-2031.00,13968,0.0
51-2031.00,13961,0.0
51-2031.00,13964,0.0
51-2031.00,13969,0.0
51-2031.00,13963,0.0
51-2041.00,10036,0.0
51-2041.00,10039,0.0
51-2041.00,10043,0.0
51-2041.00,10035,0.0
51-2041.00,10042,0.5
51-2041.00,10044,0.0
51-2041.00,10038,0.0
51-2041.00,10037,0.0
51-2041.00,10053,0.0
51-2041.00,10051,0.0
51-2041.00,10049,0.0
51-2041.00,10050,0.0
51-2041.00,10041,0.0
51-2041.00,10040,0.0
51-2041.00,10057,0.0
51-2041.00,10047,0.0
51-2041.00,10045,0.0
51-2041.00,10048,0.0
51-2041.00,10046,0.0
51-2041.00,10055,0.0
51-2041.00,10054,0.0
51-2041.00,10056,0.0
51-2041.00,10052,0.0
51-2051.00,13970,0.0
51-2051.00,13971,0.0
51-2051.00,13974,0.0
51-2051.00,13976,0.0
51-2051.00,13973,0.0
51-2051.00,13972,0.0
51-2051.00,13975,0.0
51-2051.00,13977,0.0
51-2051.00,13980,0.0
51-2051.00,13984,0.0
51-2051.00,13979,0.0
51-2051.00,13982,0.0
51-2051.00,13978,0.0
51-2051.00,13981,0.0
51-2051.00,13983,0.5
51-2051.00,13985,0.0
51-2061.00,15003,0.0
51-2061.00,15004,0.0
51-2061.00,15005,0.0
51-2061.00,15006,0.0
51-2061.00,15007,0.0
51-2061.00,15008,0.0
51-2061.00,15009,0.0
51-2061.00,15010,0.0
51-2061.00,15011,0.0
51-2061.00,15012,0.0
51-2061.00,15013,0.0
51-2061.00,15014,0.5
51-2061.00,15015,0.0
51-2061.00,15016,0.5
51-2061.00,15017,0.0
51-2061.00,15018,0.5
51-2061.00,15019,0.0
51-2092.00,20157,0.0
51-2092.00,20160,0.5
51-2092.00,8468,0.0
51-2092.00,8469,1.0
51-2092.00,20163,0.0
51-2092.00,20159,0.0
51-2092.00,8472,0.0
51-2092.00,20162,0.0
51-2092.00,20161,1.0
51-2092.00,20158,0.0
51-2092.00,20164,0.0
51-3011.00,20819,0.5
51-3011.00,11916,0.0
51-3011.00,11917,0.0
51-3011.00,11920,0.0
51-3011.00,11926,0.0
51-3011.00,11918,0.0
51-3011.00,11915,0.0
51-3011.00,11921,0.0
51-3011.00,11924,0.0
51-3011.00,11922,1.0
51-3011.00,11923,0.0
51-3011.00,11925,0.5
51-3011.00,11919,0.0
51-3011.00,11928,0.5
51-3011.00,11929,0.5
51-3011.00,11927,1.0
51-3011.00,11930,0.0
51-3011.00,11931,1.0
51-3021.00,8784,0.0
51-3021.00,8783,0.0
51-3021.00,8786,0.0
51-3021.00,8785,0.0
51-3021.00,8787,0.0
51-3021.00,8789,0.5
51-3021.00,8788,0.0
51-3021.00,8794,0.5
51-3021.00,8791,1.0
51-3021.00,8790,0.0
51-3021.00,8793,0.0
51-3021.00,8792,0.0
51-3022.00,8795,0.0
51-3022.00,8804,0.0
51-3022.00,8799,0.0
51-3022.00,8797,0.0
51-3022.00,8803,0.0
51-3022.00,8801,0.0
51-3022.00,8807,0.0
51-3022.00,8796,0.0
51-3022.00,8798,0.0
51-3022.00,8806,0.0
51-3022.00,8802,0.0
51-3022.00,8800,0.0
51-3022.00,8805,0.0
51-3023.00,13986,0.0
51-3023.00,13991,0.0
51-3023.00,13990,0.0
51-3023.00,13994,0.0
51-3023.00,13989,0.0
51-3023.00,13999,0.0
51-3023.00,13995,0.0
51-3023.00,13987,0.0
51-3023.00,13992,0.0
51-3023.00,13997,0.0
51-3023.00,13996,0.0
51-3023.00,13998,0.0
51-3023.00,13993,0.0
51-3023.00,14000,0.0
51-3023.00,13988,0.0
51-3091.00,10058,0.0
51-3091.00,10061,0.0
51-3091.00,10059,0.0
51-3091.00,10062,0.0
51-3091.00,10063,1.0
51-3091.00,10064,0.0
51-3091.00,10060,0.0
51-3091.00,10076,0.0
51-3091.00,10065,0.0
51-3091.00,10067,0.0
51-3091.00,10066,0.0
51-3091.00,10075,0.0
51-3091.00,10070,0.0
51-3091.00,10072,0.0
51-3091.00,10068,0.0
51-3091.00,10069,0.0
51-3091.00,10073,0.0
51-3091.00,10074,0.0
51-3091.00,10071,0.0
51-3091.00,10077,0.0
51-3092.00,4919,1.0
51-3092.00,4921,0.0
51-3092.00,4924,0.0
51-3092.00,4925,0.0
51-3092.00,4926,0.0
51-3092.00,4931,0.0
51-3092.00,4927,0.0
51-3092.00,4922,0.0
51-3092.00,4929,1.0
51-3092.00,4923,0.0
51-3092.00,4920,0.0
51-3092.00,4928,0.0
51-3092.00,4941,0.0
51-3092.00,4934,0.0
51-3092.00,4935,0.0
51-3092.00,4933,0.0
51-3092.00,4930,0.0
51-3092.00,4943,0.0
51-3092.00,4939,0.0
51-3092.00,4942,0.0
51-3092.00,4932,0.0
51-3092.00,4938,0.0
51-3092.00,4940,0.0
51-3092.00,4936,0.5
51-3092.00,4937,0.0
51-3093.00,4949,0.0
51-3093.00,4948,1.0
51-3093.00,4947,0.0
51-3093.00,4952,0.0
51-3093.00,4951,0.0
51-3093.00,4944,1.0
51-3093.00,4950,0.0
51-3093.00,4954,0.0
51-3093.00,4946,0.0
51-3093.00,4958,0.0
51-3093.00,4945,0.0
51-3093.00,4955,0.0
51-3093.00,4956,0.0
51-3093.00,4953,0.0
51-3093.00,4959,0.0
51-3093.00,4960,0.0
51-3093.00,4957,0.0
51-4021.00,8473,0.0
51-4021.00,8474,0.0
51-4021.00,8477,0.0
51-4021.00,8479,0.0
51-4021.00,8475,0.0
51-4021.00,8476,0.0
51-4021.00,8481,0.0
51-4021.00,8480,0.0
51-4021.00,8485,0.0
51-4021.00,8487,0.0
51-4021.00,8486,0.0
51-4021.00,8488,0.5
51-4021.00,8482,0.0
51-4021.00,8478,0.0
51-4021.00,8484,0.0
51-4021.00,8483,0.0
51-4022.00,10079,0.5
51-4022.00,10086,0.0
51-4022.00,10078,0.0
51-4022.00,10085,0.0
51-4022.00,10082,0.0
51-4022.00,10087,0.0
51-4022.00,10080,0.0
51-4022.00,10083,0.0
51-4022.00,10089,0.0
51-4022.00,10081,0.0
51-4022.00,10084,0.0
51-4022.00,10088,0.0
51-4022.00,10090,0.0
51-4023.00,10092,0.0
51-4023.00,10091,0.0
51-4023.00,10096,0.0
51-4023.00,10093,0.5
51-4023.00,10094,0.5
51-4023.00,10095,0.0
51-4023.00,10097,0.0
51-4023.00,10105,1.0
51-4023.00,10103,0.0
51-4023.00,10099,0.0
51-4023.00,10101,0.0
51-4023.00,10107,0.0
51-4023.00,10104,0.0
51-4023.00,10102,1.0
51-4023.00,10100,0.0
51-4023.00,10098,0.0
51-4023.00,10106,0.0
51-4023.00,10108,0.0
51-4023.00,10109,0.0
51-4031.00,10111,0.0
51-4031.00,10110,0.0
51-4031.00,10127,0.0
51-4031.00,10115,0.0
51-4031.00,10114,0.0
51-4031.00,10116,0.0
51-4031.00,10117,0.0
51-4031.00,10112,0.0
51-4031.00,10124,0.0
51-4031.00,10119,0.0
51-4031.00,10113,0.0
51-4031.00,10122,0.0
51-4031.00,10118,0.0
51-4031.00,10130,0.0
51-4031.00,20820,0.0
51-4031.00,10132,0.0
51-4031.00,20821,0.0
51-4031.00,10128,0.0
51-4031.00,10131,0.0
51-4031.00,10120,0.5
51-4031.00,10123,0.0
51-4031.00,10126,0.0
51-4031.00,10125,0.0
51-4031.00,10134,0.0
51-4031.00,10136,0.0
51-4031.00,10129,0.0
51-4031.00,10121,0.0
51-4031.00,10138,0.0
51-4031.00,10133,0.0
51-4031.00,10139,0.0
51-4031.00,10135,0.0
51-4031.00,10137,0.0
51-4032.00,11974,0.0
51-4032.00,11975,0.5
51-4032.00,11980,0.0
51-4032.00,11988,0.0
51-4032.00,11983,0.0
